Date,P/E,P/B,Div Yield %,Close,Previous Returns,Returns
19-Mar-15,23.15,3.68,1.27,8634.6,-0.43,-0.59
20-Mar-15,22.98,3.65,1.28,8570.9,-0.59,-0.74
23-Mar-15,22.92,3.64,1.28,8550.9,-0.74,-0.23
24-Mar-15,22.9,3.64,1.29,8542.9,-0.23,-0.09
25-Mar-15,22.87,3.63,1.29,8530.8,-0.09,-0.14
26-Mar-15,22.36,3.55,1.32,8342.1,-0.14,-2.24
27-Mar-15,22.3,3.59,1.3,8341.4,-2.24,-0.01
30-Mar-15,22.7,3.65,1.28,8492.3,-0.01,1.79
31-Mar-15,22.7,3.65,1.28,8491,1.79,-0.02
01-Apr-15,22.95,3.69,1.27,8586.2,-0.02,1.11
06-Apr-15,23.18,3.73,1.26,8659.9,1.11,0.85
07-Apr-15,23.19,3.73,1.25,8660.3,0.85,0
08-Apr-15,23.33,3.75,1.25,8714.4,0,0.62
09-Apr-15,23.5,3.78,1.24,8778.3,0.62,0.73
10-Apr-15,23.51,3.78,1.24,8780.3,0.73,0.02
13-Apr-15,23.66,3.81,1.23,8834,0.02,0.61
15-Apr-15,23.43,3.77,1.25,8750.2,0.61,-0.95
16-Apr-15,23.33,3.75,1.25,8706.7,-0.95,-0.5
17-Apr-15,23.06,3.71,1.27,8606,-0.5,-1.16
20-Apr-15,22.64,3.64,1.29,8448.1,-1.16,-1.85
21-Apr-15,22.44,3.61,1.3,8377.7,-1.85,-0.84
22-Apr-15,22.59,3.63,1.29,8429.7,-0.84,0.62
23-Apr-15,22.5,3.62,1.3,8398.3,0.62,-0.37
24-Apr-15,22.34,3.58,1.4,8305.2,-0.37,-1.11
27-Apr-15,22.26,3.56,1.4,8213.8,-1.11,-1.11
28-Apr-15,22.46,3.59,1.39,8285.6,-1.11,0.87
29-Apr-15,22.29,3.57,1.4,8239.7,0.87,-0.56
30-Apr-15,22.07,3.53,1.45,8181.5,-0.56,-0.71
04-May-15,22.47,3.59,1.43,8331.9,-0.71,1.82
05-May-15,22.45,3.59,1.43,8324.8,1.82,-0.09
06-May-15,21.71,3.49,1.47,8097,-0.09,-2.77
07-May-15,21.61,3.47,1.47,8057.3,-2.77,-0.49
08-May-15,21.92,3.53,1.45,8191.5,-0.49,1.65
11-May-15,22.41,3.62,1.42,8325.2,1.65,1.62
12-May-15,21.92,3.53,1.45,8126.9,1.62,-2.41
13-May-15,22.17,3.58,1.43,8235.4,-2.41,1.33
14-May-15,22.14,3.56,1.44,8224.2,1.33,-0.14
15-May-15,22.24,3.58,1.43,8262.3,-0.14,0.46
18-May-15,22.57,3.63,1.41,8373.6,0.46,1.34
19-May-15,22.55,3.62,1.41,8365.6,1.34,-0.1
20-May-15,22.69,3.65,1.4,8423.2,-0.1,0.69
21-May-15,22.67,3.65,1.4,8421,0.69,-0.03
22-May-15,22.94,3.62,1.4,8458.9,-0.03,0.45
25-May-15,22.64,3.58,1.41,8370.2,0.45,-1.05
26-May-15,22.55,3.57,1.42,8339.3,-1.05,-0.37
27-May-15,22.6,3.57,1.42,8334.6,-0.37,-0.06
28-May-15,22.61,3.56,1.42,8319,-0.06,-0.19
29-May-15,23.12,3.66,1.39,8433.6,-0.19,1.37
01-Jun-15,23.25,3.65,1.39,8433.4,1.37,0
02-Jun-15,22.71,3.57,1.43,8236.4,0,-2.36
03-Jun-15,22.41,3.53,1.45,8135.1,-2.36,-1.24
04-Jun-15,22.53,3.52,1.45,8130.6,-1.24,-0.06
05-Jun-15,22.49,3.47,1.45,8114.7,-0.06,-0.2
08-Jun-15,22.29,3.44,1.47,8044.1,-0.2,-0.87
09-Jun-15,22.23,3.44,1.47,8022.4,-0.87,-0.27
10-Jun-15,22.52,3.48,1.45,8124.4,-0.27,1.26
11-Jun-15,22.08,3.41,1.48,7965.3,1.26,-1.98
12-Jun-15,22.12,3.4,1.49,7982.9,-1.98,0.22
15-Jun-15,22.21,3.41,1.48,8013.9,0.22,0.39
16-Jun-15,22.3,3.42,1.48,8047.3,0.39,0.42
17-Jun-15,22.43,3.44,1.47,8091.5,0.42,0.55
18-Jun-15,22.66,3.48,1.45,8174.6,0.55,1.02
19-Jun-15,22.79,3.5,1.44,8224.9,1.02,0.61
22-Jun-15,23.15,3.56,1.42,8353.1,0.61,1.55
23-Jun-15,23.23,3.57,1.41,8381.5,1.55,0.34
24-Jun-15,23.17,3.56,1.42,8360.8,0.34,-0.25
25-Jun-15,23.27,3.58,1.41,8398,-0.25,0.44
26-Jun-15,23.23,3.56,1.42,8381.1,0.44,-0.2
29-Jun-15,23.05,3.53,1.43,8318.4,-0.2,-0.75
30-Jun-15,23.19,3.48,1.44,8368.5,-0.75,0.6
01-Jul-15,23.43,3.52,1.42,8453,0.6,1
02-Jul-15,23.4,3.51,1.42,8444.9,1,-0.1
03-Jul-15,23.52,3.52,1.43,8484.9,-0.1,0.47
06-Jul-15,23.62,3.54,1.42,8522.1,0.47,0.44
07-Jul-15,23.59,3.54,1.42,8510.8,0.44,-0.13
08-Jul-15,23.18,3.47,1.45,8363,-0.13,-1.75
09-Jul-15,23.08,3.46,1.45,8328.5,-1.75,-0.41
10-Jul-15,23.17,3.44,1.45,8360.5,-0.41,0.38
13-Jul-15,23.45,3.49,1.44,8459.6,0.38,1.18
14-Jul-15,23.44,3.48,1.44,8454.1,1.18,-0.07
15-Jul-15,23.63,3.51,1.43,8523.8,-0.07,0.82
16-Jul-15,23.86,3.55,1.41,8608,0.82,0.98
17-Jul-15,23.87,3.52,1.42,8609.8,0.98,0.02
20-Jul-15,23.88,3.53,1.42,8603.4,0.02,-0.07
21-Jul-15,23.68,3.5,1.43,8529.4,-0.07,-0.86
22-Jul-15,23.96,3.54,1.41,8633.5,-0.86,1.21
23-Jul-15,23.84,3.52,1.42,8589.8,1.21,-0.51
24-Jul-15,23.65,3.48,1.43,8521.5,-0.51,-0.8
27-Jul-15,23.21,3.42,1.46,8361,-0.8,-1.9
28-Jul-15,23.02,3.41,1.46,8337,-1.9,-0.29
29-Jul-15,23.08,3.42,1.45,8375,-0.29,0.45
30-Jul-15,23.23,3.44,1.45,8421.8,0.45,0.56
31-Jul-15,23.53,3.5,1.41,8532.8,0.56,1.31
03-Aug-15,23.54,3.5,1.41,8543,1.31,0.12
04-Aug-15,23.48,3.49,1.42,8516.9,0.12,-0.31
05-Aug-15,23.62,3.51,1.41,8567.9,-0.31,0.6
06-Aug-15,23.67,3.52,1.4,8588.6,0.6,0.24
07-Aug-15,23.61,3.49,1.4,8564.6,0.24,-0.28
10-Aug-15,23.54,3.48,1.41,8525.6,-0.28,-0.46
11-Aug-15,23.38,3.45,1.42,8462.3,-0.46,-0.75
12-Aug-15,23.1,3.4,1.44,8349.4,-0.75,-1.34
13-Aug-15,23.16,3.41,1.44,8355.8,-1.34,0.08
14-Aug-15,23.69,3.45,1.42,8518.5,0.08,1.93
17-Aug-15,23.48,3.44,1.43,8477.3,1.93,-0.48
18-Aug-15,23.45,3.43,1.43,8466.5,-0.48,-0.13
19-Aug-15,23.53,3.44,1.42,8495.1,-0.13,0.34
20-Aug-15,23.19,3.39,1.44,8372.7,0.34,-1.45
21-Aug-15,22.99,3.36,1.42,8299.9,-1.45,-0.87
24-Aug-15,21.63,3.16,1.51,7809,-0.87,-6.1
25-Aug-15,21.83,3.19,1.5,7880.7,-6.1,0.91
26-Aug-15,21.59,3.15,1.51,7791.8,0.91,-1.13
27-Aug-15,22.02,3.22,1.48,7948.9,-1.13,2
28-Aug-15,22.17,3.22,1.48,8001.9,2,0.66
31-Aug-15,22.08,3.21,1.48,7971.3,0.66,-0.38
01-Sep-15,21.57,3.13,1.52,7785.8,-0.38,-2.35
02-Sep-15,21.38,3.11,1.53,7717,-2.35,-0.89
03-Sep-15,21.68,3.15,1.51,7823,-0.89,1.36
04-Sep-15,21.21,3.08,1.54,7655,1.36,-2.17
07-Sep-15,20.95,3.04,1.56,7558.8,-2.17,-1.26
08-Sep-15,21.31,3.1,1.54,7688.2,-1.26,1.7
09-Sep-15,21.67,3.15,1.51,7818.6,1.7,1.68
10-Sep-15,21.59,3.14,1.52,7788.1,1.68,-0.39
11-Sep-15,21.59,3.14,1.52,7789.3,-0.39,0.02
14-Sep-15,21.82,3.17,1.5,7872.2,0.02,1.06
15-Sep-15,21.7,3.15,1.51,7829.1,1.06,-0.55
16-Sep-15,21.89,3.18,1.5,7899.1,-0.55,0.89
18-Sep-15,22.12,3.21,1.48,7981.9,0.89,1.04
21-Sep-15,22.11,3.21,1.48,7977.1,1.04,-0.06
22-Sep-15,21.65,3.15,1.51,7812,-0.06,-2.09
23-Sep-15,21.75,3.16,1.51,7845.9,-2.09,0.43
24-Sep-15,21.81,3.17,1.5,7868.5,0.43,0.29
28-Sep-15,21.78,3.16,1.48,7795.7,0.29,-0.93
29-Sep-15,21.91,3.18,1.48,7843.3,-0.93,0.61
30-Sep-15,22.21,3.22,1.46,7948.9,0.61,1.34
01-Oct-15,22.21,3.2,1.43,7950.9,1.34,0.03
05-Oct-15,22.68,3.27,1.4,8119.3,0.03,2.1
06-Oct-15,22.78,3.29,1.39,8152.9,2.1,0.41
07-Oct-15,22.84,3.3,1.39,8177.4,0.41,0.3
08-Oct-15,22.71,3.28,1.4,8129.3,0.3,-0.59
09-Oct-15,22.88,3.3,1.39,8189.7,-0.59,0.74
12-Oct-15,22.73,3.28,1.39,8143.6,0.74,-0.56
13-Oct-15,22.25,3.28,1.4,8131.7,-0.56,-0.15
14-Oct-15,22.16,3.27,1.4,8107.9,-0.15,-0.29
15-Oct-15,22.35,3.3,1.39,8179.5,-0.29,0.88
16-Oct-15,22.51,3.3,1.38,8238.1,0.88,0.71
19-Oct-15,22.61,3.31,1.38,8275,0.71,0.45
20-Oct-15,22.51,3.31,1.38,8261.6,0.45,-0.16
21-Oct-15,22.48,3.3,1.38,8251.7,-0.16,-0.12
23-Oct-15,22.55,3.32,1.38,8295.4,-0.12,0.53
26-Oct-15,22.45,3.3,1.38,8260.5,0.53,-0.42
27-Oct-15,22.39,3.3,1.39,8232.9,-0.42,-0.33
28-Oct-15,22.2,3.27,1.4,8171.2,-0.33,-0.75
29-Oct-15,22.19,3.25,1.41,8111.7,-0.75,-0.73
30-Oct-15,22.06,3.23,1.41,8065.8,-0.73,-0.57
02-Nov-15,21.98,3.22,1.42,8050.8,-0.57,-0.19
03-Nov-15,22.02,3.23,1.41,8060.7,-0.19,0.12
04-Nov-15,21.87,3.22,1.42,8040.2,0.12,-0.25
05-Nov-15,21.58,3.19,1.43,7955.4,-0.25,-1.06
06-Nov-15,21.57,3.19,1.43,7954.3,-1.06,-0.01
09-Nov-15,21.41,3.18,1.44,7915.2,-0.01,-0.49
10-Nov-15,21.05,3.13,1.46,7783.3,-0.49,-1.68
11-Nov-15,21.17,3.14,1.45,7825,-1.68,0.53
13-Nov-15,20.97,3.12,1.47,7762.2,0.53,-0.81
16-Nov-15,21.11,3.14,1.46,7806.6,-0.81,0.57
17-Nov-15,21.19,3.15,1.45,7837.5,0.57,0.4
18-Nov-15,20.9,3.11,1.47,7731.8,0.4,-1.36
19-Nov-15,21.2,3.15,1.45,7842.7,-1.36,1.42
20-Nov-15,21.24,3.16,1.45,7856.5,1.42,0.18
23-Nov-15,21.22,3.15,1.45,7849.2,0.18,-0.09
24-Nov-15,21.17,3.15,1.45,7831.6,-0.09,-0.22
26-Nov-15,21.31,3.17,1.44,7883.8,-0.22,0.66
27-Nov-15,21.47,3.19,1.43,7942.7,0.66,0.74
30-Nov-15,21.45,3.19,1.43,7935.2,0.74,-0.09
01-Dec-15,21.51,3.19,1.43,7954.9,-0.09,0.25
02-Dec-15,21.44,3.19,1.44,7931.3,0.25,-0.3
03-Dec-15,21.26,3.16,1.45,7864.1,-0.3,-0.85
04-Dec-15,21.04,3.13,1.46,7781.9,-0.85,-1.05
07-Dec-15,20.99,3.12,1.47,7765.4,-1.05,-0.21
08-Dec-15,20.82,3.09,1.48,7701.7,-0.21,-0.82
09-Dec-15,20.58,3.06,1.5,7612.5,-0.82,-1.16
10-Dec-15,20.77,3.09,1.48,7683.3,-1.16,0.93
11-Dec-15,20.57,3.05,1.52,7610.4,0.93,-0.95
14-Dec-15,20.69,3.07,1.51,7650,-0.95,0.52
15-Dec-15,20.82,3.09,1.5,7700.9,0.52,0.66
16-Dec-15,20.96,3.11,1.49,7750.9,0.66,0.65
17-Dec-15,21.21,3.15,1.47,7844.3,0.65,1.2
18-Dec-15,20.99,3.11,1.49,7761.9,1.2,-1.06
21-Dec-15,21.19,3.14,1.48,7834.4,-1.06,0.93
22-Dec-15,21.06,3.12,1.49,7786.1,0.93,-0.62
23-Dec-15,21.27,3.15,1.47,7865.9,-0.62,1.02
24-Dec-15,21.26,3.15,1.47,7861,1.02,-0.06
28-Dec-15,21.43,3.18,1.46,7925.1,-0.06,0.81
29-Dec-15,21.44,3.18,1.46,7928.9,0.81,0.05
30-Dec-15,21.35,3.17,1.46,7896.2,0.05,-0.41
31-Dec-15,21.49,3.19,1.46,7946.3,-0.41,0.63
01-Jan-16,21.53,3.19,1.45,7963.2,0.63,0.21
04-Jan-16,21.07,3.13,1.48,7791.3,0.21,-2.18
05-Jan-16,21.05,3.12,1.49,7784.6,-2.18,-0.09
06-Jan-16,20.93,3.1,1.49,7741,-0.09,-0.56
07-Jan-16,20.47,3.04,1.53,7568.3,-0.56,-2.26
08-Jan-16,20.56,3.05,1.52,7601.3,-2.26,0.44
11-Jan-16,20.46,3.03,1.53,7563.8,0.44,-0.49
12-Jan-16,20.31,3.01,1.54,7510.3,-0.49,-0.71
13-Jan-16,20.45,3.03,1.53,7562.4,-0.71,0.69
14-Jan-16,20.38,3.02,1.53,7536.8,0.69,-0.34
15-Jan-16,20.12,2.98,1.55,7437.8,-0.34,-1.32
18-Jan-16,19.86,2.95,1.57,7351,-1.32,-1.17
19-Jan-16,20.08,2.98,1.56,7435.1,-1.17,1.14
20-Jan-16,19.74,2.93,1.58,7309.3,1.14,-1.71
21-Jan-16,19.65,2.92,1.59,7276.8,-1.71,-0.45
22-Jan-16,20.01,2.98,1.56,7422.4,-0.45,1.98
25-Jan-16,20.04,2.98,1.56,7436.1,1.98,0.18
27-Jan-16,20.05,2.98,1.55,7437.7,0.18,0.02
28-Jan-16,19.85,2.98,1.56,7424.6,0.02,-0.18
29-Jan-16,20.22,3.03,1.53,7563.5,-0.18,1.85
01-Feb-16,20.22,3.03,1.53,7555.9,1.85,-0.1
02-Feb-16,19.9,2.99,1.55,7455.5,-0.1,-1.34
03-Feb-16,19.65,2.95,1.57,7361.8,-1.34,-1.26
04-Feb-16,19.76,2.97,1.56,7404,-1.26,0.57
05-Feb-16,19.99,3,1.54,7489.1,0.57,1.14
08-Feb-16,19.69,2.96,1.57,7387.2,1.14,-1.37
09-Feb-16,19.46,2.93,1.58,7298.2,-1.37,-1.21
10-Feb-16,19.27,2.89,1.6,7215.7,-1.21,-1.14
11-Feb-16,18.65,2.8,1.66,6976.3,-1.14,-3.37
12-Feb-16,18.67,2.8,1.66,6980.9,-3.37,0.07
15-Feb-16,19.32,2.87,1.61,7162.9,0.07,2.57
16-Feb-16,19.01,2.83,1.64,7048.2,2.57,-1.61
17-Feb-16,19.18,2.85,1.63,7108.4,-1.61,0.85
18-Feb-16,19.44,2.89,1.61,7191.7,0.85,1.17
19-Feb-16,19.5,2.89,1.6,7210.7,1.17,0.26
22-Feb-16,19.56,2.9,1.6,7234.5,0.26,0.33
23-Feb-16,19.23,2.85,1.63,7109.5,0.33,-1.74
24-Feb-16,18.98,2.82,1.65,7018.7,-1.74,-1.29
25-Feb-16,18.85,2.8,1.66,6970.6,-1.29,-0.69
26-Feb-16,19.01,2.82,1.65,7029.7,-0.69,0.84
29-Feb-16,18.9,2.81,1.66,6987,0.84,-0.61
01-Mar-16,19.53,2.9,1.6,7222.3,-0.61,3.31
02-Mar-16,19.93,2.96,1.57,7368.8,3.31,2.01
03-Mar-16,20.22,3,1.55,7475.6,2.01,1.44
04-Mar-16,20.24,3.01,1.55,7485.3,1.44,0.13
08-Mar-16,20.2,3,1.55,7485.3,0.13,0
09-Mar-16,20.33,3.02,1.54,7531.8,0,0.62
10-Mar-16,20.2,3,1.55,7486.1,0.62,-0.61
11-Mar-16,20.27,3.01,1.54,7510.2,-0.61,0.32
14-Mar-16,20.35,3.02,1.54,7538.7,0.32,0.38
15-Mar-16,20.14,2.99,1.55,7460.6,0.38,-1.04
16-Mar-16,20.24,3,1.55,7498.7,-1.04,0.51
17-Mar-16,20.28,3.01,1.54,7512.5,0.51,0.18
18-Mar-16,20.52,3.05,1.52,7604.3,0.18,1.21
21-Mar-16,20.79,3.09,1.5,7704.2,1.21,1.31
22-Mar-16,20.82,3.09,1.5,7714.9,1.31,0.14
23-Mar-16,20.83,3.09,1.5,7716.5,0.14,0.02
28-Mar-16,20.55,3.05,1.52,7615.1,0.02,-1.32
29-Mar-16,20.5,3.04,1.52,7597,-1.32,-0.24
30-Mar-16,20.88,3.1,1.49,7735.2,-0.24,1.8
31-Mar-16,20.89,3.1,1.49,7738.4,1.8,0.04
01-Apr-16,21.19,3.26,1.45,7713,0.04,-0.33
04-Apr-16,21.31,3.28,1.44,7758.8,-0.33,0.59
05-Apr-16,20.88,3.21,1.47,7603.2,0.59,-2.03
06-Apr-16,20.91,3.22,1.47,7614.3,-2.03,0.15
07-Apr-16,20.73,3.19,1.48,7546.4,0.15,-0.9
08-Apr-16,20.75,3.19,1.48,7555.2,-0.9,0.12
11-Apr-16,21.07,3.24,1.45,7671.4,0.12,1.53
12-Apr-16,21.17,3.26,1.45,7708.9,1.53,0.49
13-Apr-16,21.56,3.32,1.42,7850.4,0.49,1.82
18-Apr-16,21.68,3.34,1.41,7914.7,1.82,0.82
20-Apr-16,21.59,3.34,1.41,7914.7,0.82,0
21-Apr-16,21.59,3.34,1.41,7912,0,-0.03
22-Apr-16,21.55,3.29,1.36,7899.3,-0.03,-0.16
25-Apr-16,21.4,3.27,1.37,7855,-0.16,-0.56
26-Apr-16,21.6,3.32,1.35,7962.6,-0.56,1.36
27-Apr-16,21.66,3.33,1.35,7979.9,1.36,0.22
28-Apr-16,21.3,3.27,1.37,7847.2,0.22,-1.68
29-Apr-16,21.24,3.27,1.37,7849.8,-1.68,0.03
02-May-16,21.25,3.25,1.38,7805.9,0.03,-0.56
03-May-16,21.08,3.23,1.39,7747,-0.56,-0.76
04-May-16,20.88,3.21,1.39,7706.5,-0.76,-0.52
05-May-16,20.96,3.22,1.39,7735.5,-0.52,0.38
06-May-16,20.91,3.22,1.39,7733.4,0.38,-0.03
09-May-16,21.24,3.28,1.37,7866,-0.03,1.7
10-May-16,21.3,3.29,1.36,7887.8,1.7,0.28
11-May-16,21.19,3.27,1.37,7848.8,0.28,-0.5
12-May-16,21.33,3.29,1.36,7900.4,-0.5,0.66
13-May-16,21.1,3.26,1.38,7814.9,0.66,-1.09
16-May-16,21.54,3.28,1.37,7860.7,-1.09,0.58
17-May-16,21.62,3.29,1.36,7890.7,0.58,0.38
18-May-16,21.57,3.28,1.37,7870.1,0.38,-0.26
19-May-16,21.33,3.24,1.38,7783.4,-0.26,-1.11
20-May-16,21.19,3.22,1.39,7749.7,-1.11,-0.43
23-May-16,21.13,3.22,1.39,7731,-0.43,-0.24
24-May-16,21.16,3.22,1.39,7748.8,-0.24,0.23
25-May-16,22.07,3.3,1.36,7934.9,0.23,2.37
26-May-16,22.39,3.36,1.33,8069.6,2.37,1.68
27-May-16,22.66,3.4,1.32,8156.6,1.68,1.07
30-May-16,22.69,3.41,1.31,8178.5,1.07,0.27
31-May-16,22.6,3.4,1.32,8160.1,0.27,-0.23
01-Jun-16,22.65,3.41,1.31,8179.9,-0.23,0.24
02-Jun-16,22.76,3.43,1.31,8218.9,0.24,0.48
03-Jun-16,22.77,3.43,1.31,8220.8,0.48,0.02
06-Jun-16,22.71,3.42,1.31,8201,0.02,-0.24
07-Jun-16,22.69,3.44,1.3,8266.4,-0.24,0.79
08-Jun-16,22.71,3.45,1.3,8273,0.79,0.08
09-Jun-16,22.52,3.42,1.31,8203.6,0.08,-0.84
10-Jun-16,22.43,3.38,1.28,8170,-0.84,-0.41
13-Jun-16,22.26,3.36,1.29,8110.6,-0.41,-0.73
14-Jun-16,22.26,3.36,1.29,8108.8,-0.73,-0.02
15-Jun-16,22.53,3.4,1.27,8206.6,-0.02,1.2
16-Jun-16,22.35,3.37,1.28,8140.7,1.2,-0.81
17-Jun-16,22.43,3.36,1.28,8170.2,-0.81,0.36
20-Jun-16,22.62,3.39,1.27,8238.5,0.36,0.83
21-Jun-16,22.56,3.38,1.27,8219.9,0.83,-0.23
22-Jun-16,22.52,3.37,1.27,8203.7,-0.23,-0.2
23-Jun-16,22.7,3.4,1.26,8270.4,-0.2,0.81
24-Jun-16,22.2,3.29,1.28,8088.6,0.81,-2.22
27-Jun-16,22.22,3.29,1.28,8094.7,-2.22,0.08
28-Jun-16,22.31,3.3,1.28,8127.8,0.08,0.41
29-Jun-16,22.52,3.33,1.26,8204,0.41,0.93
30-Jun-16,22.75,3.37,1.25,8287.7,0.93,1.02
01-Jul-16,22.86,3.38,1.25,8328.3,1.02,0.49
04-Jul-16,22.98,3.4,1.24,8370.7,0.49,0.51
05-Jul-16,22.88,3.39,1.24,8335.9,0.51,-0.42
07-Jul-16,22.89,3.39,1.24,8337.9,-0.42,0.02
08-Jul-16,22.85,3.38,1.25,8323.2,0.02,-0.18
11-Jul-16,23.25,3.44,1.23,8467.9,-0.18,1.72
12-Jul-16,23.37,3.46,1.22,8521,1.72,0.63
13-Jul-16,23.37,3.46,1.22,8519.5,0.63,-0.02
14-Jul-16,23.49,3.48,1.21,8565,-0.02,0.53
15-Jul-16,23.43,3.47,1.21,8541.4,0.53,-0.28
18-Jul-16,23.34,3.46,1.22,8508.7,-0.28,-0.38
19-Jul-16,23.39,3.46,1.22,8528.5,-0.38,0.23
20-Jul-16,23.49,3.48,1.21,8565.8,0.23,0.44
21-Jul-16,23.34,3.46,1.22,8510.1,0.44,-0.65
22-Jul-16,23.43,3.47,1.21,8541.2,-0.65,0.36
25-Jul-16,23.69,3.44,1.23,8635.6,0.36,1.1
26-Jul-16,23.56,3.39,1.28,8590.6,1.1,-0.52
27-Jul-16,23.63,3.4,1.27,8615.8,-0.52,0.29
28-Jul-16,23.69,3.42,1.26,8666.3,0.29,0.58
29-Jul-16,23.62,3.38,1.27,8638.5,0.58,-0.32
01-Aug-16,23.61,3.38,1.27,8636.5,-0.32,-0.02
02-Aug-16,23.58,3.38,1.27,8622.9,-0.02,-0.16
03-Aug-16,23.36,3.35,1.28,8544.8,-0.16,-0.91
04-Aug-16,23.38,3.35,1.28,8551.1,-0.91,0.07
05-Aug-16,23.74,3.4,1.26,8683.1,0.07,1.53
08-Aug-16,23.82,3.41,1.26,8711.3,1.53,0.32
09-Aug-16,23.73,3.4,1.26,8678.2,0.32,-0.38
10-Aug-16,23.44,3.36,1.28,8575.3,-0.38,-1.19
11-Aug-16,23.49,3.34,1.26,8592.1,-1.19,0.2
12-Aug-16,23.71,3.36,1.24,8672.1,0.2,0.93
16-Aug-16,23.63,3.35,1.25,8642.5,0.93,-0.34
17-Aug-16,23.58,3.34,1.25,8624,-0.34,-0.21
18-Aug-16,23.71,3.36,1.24,8673.2,-0.21,0.57
19-Aug-16,23.7,3.31,1.25,8666.9,0.57,-0.07
22-Aug-16,23.59,3.3,1.25,8629.1,-0.07,-0.44
23-Aug-16,23.73,3.3,1.25,8632.6,-0.44,0.04
24-Aug-16,23.78,3.31,1.25,8650.3,0.04,0.2
25-Aug-16,23.62,3.29,1.26,8592.2,0.2,-0.67
26-Aug-16,23.5,3.27,1.25,8572.5,-0.67,-0.23
29-Aug-16,23.6,3.29,1.24,8607.4,-0.23,0.41
30-Aug-16,23.97,3.34,1.22,8744.3,0.41,1.58
31-Aug-16,24.09,3.36,1.22,8786.2,1.58,0.48
01-Sep-16,24.06,3.35,1.22,8774.6,0.48,-0.13
02-Sep-16,24.15,3.36,1.22,8809.6,-0.13,0.4
06-Sep-16,24.52,3.42,1.2,8943,0.4,1.5
07-Sep-16,24.45,3.4,1.2,8917.9,1.5,-0.28
08-Sep-16,24.54,3.41,1.2,8952.5,-0.28,0.39
09-Sep-16,24.31,3.38,1.21,8866.7,0.39,-0.96
12-Sep-16,23.89,3.32,1.23,8715.6,-0.96,-1.72
14-Sep-16,23.92,3.33,1.23,8726.6,-1.72,0.13
15-Sep-16,23.97,3.33,1.23,8742.5,0.13,0.18
16-Sep-16,24.07,3.34,1.26,8779.8,0.18,0.43
19-Sep-16,24.15,3.34,1.25,8808.4,0.43,0.33
20-Sep-16,24.06,3.33,1.26,8775.9,0.33,-0.37
21-Sep-16,24.11,3.33,1.26,8777.1,-0.37,0.01
22-Sep-16,24.34,3.37,1.25,8867.4,0.01,1.02
23-Sep-16,24.24,3.35,1.25,8831.5,1.02,-0.41
26-Sep-16,23.94,3.31,1.27,8723,-0.41,-1.24
27-Sep-16,23.9,3.3,1.27,8706.4,-1.24,-0.19
28-Sep-16,23.97,3.32,1.27,8745.1,-0.19,0.44
29-Sep-16,23.51,3.26,1.29,8591.2,0.44,-1.78
30-Sep-16,23.4,3.27,1.29,8611.1,-1.78,0.23
03-Oct-16,23.8,3.31,1.27,8738.1,0.23,1.46
04-Oct-16,23.95,3.33,1.26,8769.1,1.46,0.35
05-Oct-16,23.43,3.32,1.27,8743.9,0.35,-0.29
06-Oct-16,23.52,3.3,1.27,8709.5,-0.29,-0.39
07-Oct-16,23.49,3.29,1.27,8697.6,-0.39,-0.14
10-Oct-16,23.34,3.3,1.27,8708.8,-0.14,0.13
13-Oct-16,23.16,3.25,1.29,8573.3,0.13,-1.57
14-Oct-16,22.98,3.25,1.29,8583.4,-1.57,0.12
17-Oct-16,23,3.23,1.3,8520.4,0.12,-0.74
18-Oct-16,23.22,3.29,1.28,8677.9,-0.74,1.83
19-Oct-16,23.35,3.28,1.28,8659.1,1.83,-0.22
20-Oct-16,23.46,3.3,1.27,8699.4,-0.22,0.46
21-Oct-16,23.23,3.29,1.27,8693,0.46,-0.07
24-Oct-16,23.27,3.3,1.27,8708.9,-0.07,0.18
25-Oct-16,23.23,3.29,1.27,8691.3,0.18,-0.2
26-Oct-16,23.3,3.26,1.28,8615.2,-0.2,-0.88
27-Oct-16,23.28,3.26,1.28,8615.2,-0.88,0
28-Oct-16,23.34,3.27,1.28,8638,0,0.26
30-Oct-16,23.31,3.27,1.28,8625.7,0.26,-0.14
01-Nov-16,23.31,3.27,1.28,8626.2,-0.14,0.01
02-Nov-16,23.01,3.23,1.3,8514,0.01,-1.31
03-Nov-16,22.93,3.21,1.3,8484.9,-1.31,-0.34
04-Nov-16,22.73,3.19,1.31,8433.7,-0.34,-0.61
07-Nov-16,22.67,3.22,1.3,8497,-0.61,0.75
08-Nov-16,22.57,3.24,1.3,8543.5,0.75,0.55
09-Nov-16,22.48,3.19,1.31,8432,0.55,-1.31
10-Nov-16,22.7,3.23,1.3,8525.7,-1.31,1.11
11-Nov-16,22.02,3.14,1.33,8296.3,1.11,-2.73
15-Nov-16,21.37,3.07,1.36,8108.4,-2.73,-2.29
16-Nov-16,21.62,3.07,1.36,8111.6,-2.29,0.04
17-Nov-16,21.49,3.06,1.37,8079.9,0.04,-0.39
18-Nov-16,21.41,3.06,1.37,8074.1,-0.39,-0.07
21-Nov-16,21.19,3,1.4,7929.1,-0.07,-1.81
22-Nov-16,21.38,3.03,1.38,8002.3,-1.81,0.92
23-Nov-16,21.47,3.04,1.38,8033.3,0.92,0.39
24-Nov-16,21.29,3.02,1.39,7965.5,0.39,-0.85
25-Nov-16,21.52,3.08,1.36,8114.3,-0.85,1.85
