Date,P/E,P/B,Div Yield %,Close,Previous Returns,Returns
06-Aug-18,28.26,3.71,1.18,11387.1,1.03,0.23
07-Aug-18,28.26,3.71,1.18,11389.45,0.23,0.02
08-Aug-18,28.23,3.73,1.17,11450,0.02,0.53
09-Aug-18,28.11,3.74,1.17,11470.7,0.53,0.18
10-Aug-18,27.83,3.72,1.18,11429.5,0.18,-0.36
13-Aug-18,27.8,3.7,1.18,11355.75,-0.36,-0.65
14-Aug-18,28.02,3.72,1.18,11435.1,-0.65,0.7
16-Aug-18,27.9,3.71,1.18,11385.05,0.7,-0.44
17-Aug-18,28.11,3.74,1.17,11470.75,-0.44,0.75
20-Aug-18,28.25,3.76,1.16,11551.75,0.75,0.7
21-Aug-18,28.29,3.77,1.16,11570.9,0.7,0.17
23-Aug-18,28.32,3.77,1.16,11582.75,0.17,0.1
24-Aug-18,28.06,3.76,1.16,11557.1,0.1,-0.22
27-Aug-18,28.72,3.81,1.15,11691.95,-0.22,1.16
28-Aug-18,28.66,3.82,1.15,11738.5,1.16,0.4
29-Aug-18,28.55,3.76,1.14,11691.9,0.4,-0.4
30-Aug-18,28.51,3.76,1.15,11676.8,-0.4,-0.13
31-Aug-18,28.4,3.76,1.15,11680.5,-0.13,0.03
03-Sep-18,28.16,3.73,1.16,11582.35,0.03,-0.84
04-Sep-18,28.01,3.71,1.16,11520.3,-0.84,-0.54
05-Sep-18,27.9,3.69,1.17,11476.95,-0.54,-0.38
06-Sep-18,28.05,3.71,1.16,11536.9,-0.38,0.52
07-Sep-18,28.17,3.73,1.15,11589.1,0.52,0.45
10-Sep-18,27.81,3.68,1.17,11438.1,0.45,-1.31
11-Sep-18,27.44,3.63,1.19,11287.5,-1.31,-1.33
12-Sep-18,27.64,3.66,1.18,11369.9,-1.33,0.73
14-Sep-18,28,3.71,1.16,11515.2,0.73,1.27
17-Sep-18,27.66,3.66,1.18,11377.75,1.27,-1.2
18-Sep-18,27.42,3.63,1.19,11278.9,-1.2,-0.87
19-Sep-18,27.31,3.61,1.19,11234.35,-0.87,-0.4
21-Sep-18,27.09,3.59,1.2,11143.1,-0.4,-0.82
24-Sep-18,26.66,3.53,1.22,10967.4,-0.82,-1.59
25-Sep-18,26.91,3.56,1.21,11067.45,-1.59,0.91
26-Sep-18,26.87,3.5,1.22,11053.8,0.91,-0.12
27-Sep-18,26.69,3.47,1.23,10977.55,-0.12,-0.69
28-Sep-18,26.44,3.47,1.23,10930.45,-0.69,-0.43
01-Oct-18,26.62,3.5,1.22,11008.3,-0.43,0.71
03-Oct-18,26.26,3.45,1.24,10858.25,0.71,-1.37
04-Oct-18,25.63,3.37,1.27,10599.25,-1.37,-2.41
05-Oct-18,24.95,3.28,1.3,10316.45,-2.41,-2.7
08-Oct-18,25.03,3.29,1.3,10348.05,-2.7,0.31
09-Oct-18,24.91,3.27,1.3,10301.05,0.31,-0.46
10-Oct-18,25.3,3.32,1.28,10460.1,-0.46,1.53
11-Oct-18,24.75,3.25,1.31,10234.65,1.53,-2.18
12-Oct-18,25.33,3.33,1.28,10472.5,-2.18,2.3
15-Oct-18,25.42,3.34,1.28,10512.5,2.3,0.38
16-Oct-18,25.52,3.36,1.27,10584.75,0.38,0.68
17-Oct-18,25.19,3.32,1.29,10453.05,0.68,-1.25
19-Oct-18,24.83,3.27,1.3,10303.55,-1.25,-1.44
22-Oct-18,24.65,3.26,1.31,10245.25,-1.44,-0.57
23-Oct-18,24.41,3.22,1.32,10146.8,-0.57,-0.97
24-Oct-18,24.6,3.25,1.31,10224.75,-0.97,0.77
25-Oct-18,24.36,3.22,1.33,10124.9,0.77,-0.98
26-Oct-18,24.12,3.19,1.34,10030,-0.98,-0.94
29-Oct-18,24.65,3.26,1.31,10250.85,-0.94,2.18
30-Oct-18,24.55,3.24,1.32,10198.4,2.18,-0.51
31-Oct-18,25,3.29,1.27,10386.6,-0.51,1.83
01-Nov-18,24.98,3.29,1.27,10380.45,1.83,-0.06
02-Nov-18,25.4,3.35,1.25,10553,-0.06,1.65
05-Nov-18,25.33,3.34,1.26,10524,1.65,-0.28
06-Nov-18,25.32,3.34,1.26,10530,-0.28,0.06
07-Nov-18,25.49,3.36,1.25,10598.4,0.06,0.65
09-Nov-18,25.46,3.35,1.25,10585.2,0.65,-0.12
12-Nov-18,25.21,3.32,1.26,10482.2,-0.12,-0.98
13-Nov-18,25.45,3.35,1.25,10582.5,-0.98,0.95
14-Nov-18,25.43,3.35,1.25,10576.3,0.95,-0.06
15-Nov-18,25.53,3.36,1.25,10616.7,-0.06,0.38
16-Nov-18,25.69,3.38,1.24,10682.2,0.38,0.62
19-Nov-18,25.88,3.41,1.23,10763.4,0.62,0.76
20-Nov-18,25.62,3.37,1.25,10656.2,0.76,-1
21-Nov-18,25.55,3.35,1.25,10600.05,-1,-0.53
22-Nov-18,25.43,3.33,1.26,10526.75,-0.53,-0.69
26-Nov-18,25.71,3.36,1.25,10628.6,-0.69,0.96
27-Nov-18,25.85,3.38,1.24,10685.6,0.96,0.53
28-Nov-18,25.96,3.39,1.24,10728.85,0.53,0.4
29-Nov-18,26.27,3.43,1.22,10858.7,0.4,1.2
30-Nov-18,26.31,3.44,1.22,10876.75,1.2,0.17
03-Dec-18,26.33,3.44,1.22,10883.75,0.17,0.06
04-Dec-18,26.3,3.44,1.22,10869.5,0.06,-0.13
05-Dec-18,26.09,3.41,1.23,10782.9,-0.13,-0.8
06-Dec-18,25.65,3.35,1.25,10601.15,-0.8,-1.7
07-Dec-18,25.87,3.38,1.24,10693.7,-1.7,0.87
10-Dec-18,25.37,3.32,1.27,10488.45,0.87,-1.94
11-Dec-18,25.52,3.34,1.26,10549.15,-1.94,0.58
12-Dec-18,25.98,3.4,1.24,10737.6,0.58,1.77
13-Dec-18,26.11,3.41,1.23,10791.55,1.77,0.5
14-Dec-18,26.14,3.42,1.23,10805.45,0.5,0.13
17-Dec-18,26.34,3.44,1.22,10888.35,0.13,0.76
18-Dec-18,26.39,3.45,1.22,10908.7,0.76,0.19
19-Dec-18,26.53,3.47,1.21,10967.3,0.19,0.54
20-Dec-18,26.5,3.46,1.21,10951.7,0.54,-0.14
21-Dec-18,26.02,3.4,1.24,10754,-0.14,-1.82
24-Dec-18,25.8,3.37,1.25,10663.5,-1.82,-0.85
26-Dec-18,25.96,3.39,1.24,10729.85,-0.85,0.62
27-Dec-18,26.08,3.41,1.23,10779.8,0.62,0.46
28-Dec-18,26.16,3.43,1.24,10859.9,0.46,0.74
31-Dec-18,26.17,3.38,1.24,10862.55,0.74,0.02
01-Jan-19,26.28,3.4,1.24,10910.1,0.02,0.44
02-Jan-19,26,3.36,1.25,10792.5,0.44,-1.08
03-Jan-19,25.71,3.32,1.26,10672.25,-1.08,-1.12
04-Jan-19,25.84,3.34,1.26,10727.35,-1.12,0.51
07-Jan-19,25.95,3.36,1.25,10771.8,0.51,0.41
08-Jan-19,26.02,3.36,1.25,10802.15,0.41,0.28
09-Jan-19,26.15,3.38,1.24,10855.15,0.28,0.49
10-Jan-19,26.07,3.37,1.25,10821.6,0.49,-0.31
11-Jan-19,26,3.36,1.25,10794.95,-0.31,-0.25
14-Jan-19,25.8,3.34,1.26,10737.6,-0.25,-0.53
15-Jan-19,26.16,3.39,1.24,10886.8,-0.53,1.38
16-Jan-19,26.17,3.39,1.24,10890.3,1.38,0.03
17-Jan-19,26.21,3.4,1.24,10905.2,0.03,0.14
18-Jan-19,26.19,3.4,1.24,10906.95,0.14,0.02
21-Jan-19,26.29,3.41,1.23,10961.85,0.02,0.5
22-Jan-19,26.54,3.4,1.24,10922.75,0.5,-0.36
23-Jan-19,26.32,3.37,1.25,10831.5,-0.36,-0.84
24-Jan-19,26.31,3.38,1.24,10849.8,-0.84,0.17
25-Jan-19,26.14,3.36,1.25,10780.55,0.17,-0.64
28-Jan-19,25.85,3.32,1.27,10661.55,-0.64,-1.11
29-Jan-19,25.84,3.32,1.27,10652.2,-1.11,-0.09
30-Jan-19,25.84,3.32,1.27,10651.8,-0.09,0
31-Jan-19,26.26,3.37,1.25,10830.95,0,1.67
01-Feb-19,26.4,3.39,1.24,10893.65,1.67,0.58
04-Feb-19,27.02,3.4,1.24,10912.25,0.58,0.17
05-Feb-19,27.07,3.41,1.23,10934.35,0.17,0.2
06-Feb-19,27.39,3.45,1.22,11062.45,0.2,1.16
07-Feb-19,27.41,3.45,1.22,11069.4,1.16,0.06
08-Feb-19,27.1,3.41,1.23,10943.6,0.06,-1.14
11-Feb-19,26.96,3.39,1.24,10888.8,-1.14,-0.5
12-Feb-19,26.84,3.37,1.25,10831.4,-0.5,-0.53
13-Feb-19,26.6,3.36,1.25,10793.65,-0.53,-0.35
14-Feb-19,26.58,3.35,1.26,10746.05,-0.35,-0.44
15-Feb-19,26.53,3.34,1.26,10724.4,-0.44,-0.2
18-Feb-19,26.32,3.31,1.27,10640.95,-0.2,-0.78
19-Feb-19,26.23,3.3,1.27,10604.35,-0.78,-0.34
20-Feb-19,26.5,3.34,1.26,10735.45,-0.34,1.23
21-Feb-19,26.31,3.36,1.25,10789.85,1.23,0.51
22-Feb-19,26.32,3.41,1.25,10791.65,0.51,0.02
25-Feb-19,26.53,3.43,1.24,10880.1,0.02,0.82
26-Feb-19,26.43,3.42,1.25,10835.3,0.82,-0.41
27-Feb-19,26.36,3.41,1.25,10806.65,-0.41,-0.26
28-Feb-19,26.32,3.41,1.25,10792.5,-0.26,-0.13
01-Mar-19,26.49,3.43,1.24,10863.5,-0.13,0.66
05-Mar-19,26.93,3.47,1.23,10987.45,0.66,1.13
06-Mar-19,27.09,3.49,1.22,11053,1.13,0.59
07-Mar-19,27.11,3.49,1.22,11058.2,0.59,0.05
08-Mar-19,27.05,3.48,1.22,11035.4,0.05,-0.21
11-Mar-19,27.38,3.52,1.21,11168.05,-0.21,1.19
12-Mar-19,27.7,3.57,1.19,11301.2,1.19,1.19
13-Mar-19,27.8,3.58,1.19,11341.7,1.19,0.36
14-Mar-19,27.81,3.58,1.19,11343.25,0.36,0.01
15-Mar-19,28.01,3.61,1.18,11426.85,0.01,0.73
18-Mar-19,28.1,3.62,1.18,11462.2,0.73,0.31
19-Mar-19,28.27,3.64,1.17,11532.4,0.31,0.61
20-Mar-19,28.24,3.64,1.17,11521.05,0.61,-0.1
22-Mar-19,28.08,3.62,1.18,11456.9,-0.1,-0.56
25-Mar-19,27.83,3.58,1.19,11354.25,-0.56,-0.9
26-Mar-19,28.15,3.62,1.18,11483.25,-0.9,1.13
27-Mar-19,28.05,3.61,1.18,11445.05,1.13,-0.33
28-Mar-19,28.36,3.65,1.17,11570,-0.33,1.09
29-Mar-19,29.01,3.71,1.13,11623.9,1.09,0.46
01-Apr-19,29.13,3.72,1.13,11669.15,0.46,0.39
02-Apr-19,29.24,3.74,1.12,11713.2,0.39,0.38
03-Apr-19,29.06,3.72,1.13,11643.95,0.38,-0.59
04-Apr-19,28.95,3.7,1.14,11598,-0.59,-0.4
05-Apr-19,29.12,3.72,1.13,11665.95,-0.4,0.58
08-Apr-19,28.96,3.7,1.14,11604.5,0.58,-0.53
09-Apr-19,29.13,3.72,1.13,11671.95,-0.53,0.58
10-Apr-19,28.91,3.7,1.14,11584.3,0.58,-0.75
11-Apr-19,28.94,3.7,1.14,11596.7,-0.75,0.11
12-Apr-19,29.06,3.72,1.13,11643.45,0.11,0.4
15-Apr-19,29.18,3.73,1.13,11690.35,0.4,0.4
16-Apr-19,29.42,3.76,1.12,11787.15,0.4,0.82
18-Apr-19,29.33,3.75,1.12,11752.8,0.82,-0.29
22-Apr-19,28.94,3.7,1.14,11594.45,-0.29,-1.36
23-Apr-19,28.94,3.7,1.14,11575.95,-1.36,-0.16
24-Apr-19,29.27,3.75,1.12,11726.15,-0.16,1.29
25-Apr-19,29.06,3.72,1.13,11641.8,1.29,-0.72
26-Apr-19,29.34,3.76,1.12,11754.65,-0.72,0.96
30-Apr-19,29.33,3.76,1.12,11748.15,0.96,-0.06
02-May-19,29.27,3.75,1.12,11724.75,-0.06,-0.2
03-May-19,29.24,3.74,1.12,11712.25,-0.2,-0.11
06-May-19,28.95,3.71,1.13,11598.25,-0.11,-0.98
07-May-19,28.73,3.68,1.14,11497.9,-0.98,-0.87
08-May-19,28.38,3.63,1.16,11359.45,-0.87,-1.21
09-May-19,28.24,3.61,1.16,11301.8,-1.21,-0.51
10-May-19,28.14,3.61,1.17,11278.9,-0.51,-0.2
13-May-19,27.8,3.56,1.18,11148.2,-0.2,-1.17
14-May-19,27.98,3.59,1.17,11222.05,-1.17,0.66
15-May-19,27.82,3.57,1.18,11157,0.66,-0.58
16-May-19,28.07,3.6,1.17,11257.1,-0.58,0.89
17-May-19,28.44,3.65,1.15,11407.15,0.89,1.32
20-May-19,29.48,3.78,1.11,11828.25,1.32,3.63
21-May-19,29.18,3.74,1.12,11709.1,3.63,-1.01
22-May-19,29.22,3.75,1.12,11737.9,-1.01,0.25
23-May-19,29.02,3.73,1.13,11657.05,0.25,-0.69
24-May-19,29.44,3.79,1.11,11844.1,-0.69,1.59
27-May-19,29.68,3.81,1.22,11924.75,1.59,0.68
28-May-19,29.69,3.81,1.22,11928.75,0.68,0.03
29-May-19,29.44,3.79,1.23,11861.1,0.03,-0.57
30-May-19,29.65,3.82,1.22,11945.9,-0.57,0.71
31-May-19,29.49,3.81,1.22,11922.8,0.71,-0.19
03-Jun-19,29.9,3.86,1.2,12088.55,-0.19,1.38
04-Jun-19,29.73,3.84,1.21,12021.65,1.38,-0.55
06-Jun-19,29.29,3.79,1.23,11843.75,-0.55,-1.49
07-Jun-19,29.36,3.79,1.23,11870.65,-1.49,0.23
10-Jun-19,29.49,3.81,1.22,11922.7,0.23,0.44
11-Jun-19,29.59,3.82,1.22,11965.6,0.44,0.36
12-Jun-19,29.45,3.81,1.22,11906.2,0.36,-0.5
13-Jun-19,29.46,3.81,1.22,11914.05,-0.5,0.07
14-Jun-19,29.24,3.77,1.23,11823.3,0.07,-0.76
17-Jun-19,28.87,3.73,1.25,11672.15,-0.76,-1.29
18-Jun-19,28.91,3.73,1.25,11691.5,-1.29,0.17
19-Jun-19,28.91,3.73,1.25,11691.45,0.17,0
20-Jun-19,29.26,3.78,1.23,11831.75,0,1.19
21-Jun-19,28.99,3.74,1.24,11724.1,1.19,-0.91
24-Jun-19,28.93,3.74,1.25,11699.65,-0.91,-0.21
25-Jun-19,29.17,3.77,1.24,11796.45,-0.21,0.82
26-Jun-19,29.09,3.78,1.23,11847.55,0.82,0.43
27-Jun-19,29.07,3.78,1.23,11841.55,0.43,-0.05
28-Jun-19,28.98,3.71,1.24,11788.85,-0.05,-0.45
01-Jul-19,29.17,3.73,1.23,11865.6,-0.45,0.65
02-Jul-19,29.28,3.75,1.23,11910.3,0.65,0.38
03-Jul-19,29.3,3.75,1.23,11916.75,0.38,0.05
04-Jul-19,29.37,3.76,1.23,11946.75,0.05,0.25
05-Jul-19,29.04,3.72,1.24,11811.15,0.25,-1.14
08-Jul-19,28.42,3.64,1.27,11558.6,-1.14,-2.16
09-Jul-19,28.41,3.64,1.27,11555.9,-2.16,-0.02
10-Jul-19,28.2,3.62,1.27,11498.9,-0.02,-0.49
11-Jul-19,28.4,3.64,1.26,11582.9,-0.49,0.73
12-Jul-19,28.33,3.61,1.29,11552.5,0.73,-0.26
15-Jul-19,28.33,3.62,1.29,11588.35,-0.26,0.31
16-Jul-19,28.51,3.64,1.28,11662.6,0.31,0.64
17-Jul-19,28.58,3.65,1.28,11687.5,0.64,0.21
18-Jul-19,28.35,3.62,1.29,11596.9,0.21,-0.78
19-Jul-19,27.92,3.57,1.31,11419.25,-0.78,-1.54
22-Jul-19,27.81,3.55,1.31,11346.2,-1.54,-0.64
23-Jul-19,27.77,3.55,1.31,11331.05,-0.64,-0.13
24-Jul-19,27.62,3.53,1.32,11271.3,-0.13,-0.53
25-Jul-19,27.57,3.52,1.32,11252.15,-0.53,-0.17
26-Jul-19,27.73,3.53,1.32,11284.3,-0.17,0.29
29-Jul-19,27.6,3.5,1.33,11189.2,0.29,-0.85
30-Jul-19,27.34,3.47,1.34,11085.4,-0.85,-0.93
31-Jul-19,27.42,3.45,1.33,11118,-0.93,0.29
01-Aug-19,27.05,3.41,1.35,10980,0.29,-1.25
02-Aug-19,27.09,3.42,1.34,10997.35,-1.25,0.16
05-Aug-19,26.76,3.37,1.36,10862.6,0.16,-1.23
06-Aug-19,26.97,3.4,1.35,10948.25,-1.23,0.79
07-Aug-19,26.74,3.37,1.36,10855.5,0.79,-0.85
08-Aug-19,27.2,3.43,1.34,11032.45,-0.85,1.62
09-Aug-19,27.41,3.45,1.33,11109.65,1.62,0.7
13-Aug-19,27.03,3.39,1.35,10925.85,0.7,-1.67
14-Aug-19,27.24,3.43,1.34,11029.4,-1.67,0.94
16-Aug-19,27.33,3.43,1.34,11047.8,0.94,0.17
19-Aug-19,27.35,3.43,1.34,11053.9,0.17,0.06
20-Aug-19,27.26,3.42,1.34,11017,0.06,-0.33
21-Aug-19,27.01,3.39,1.35,10918.7,-0.33,-0.9
22-Aug-19,26.57,3.34,1.38,10741.35,-0.9,-1.64
23-Aug-19,26.79,3.36,1.36,10829.35,-1.64,0.82
26-Aug-19,27.36,3.43,1.34,11057.85,0.82,2.09
27-Aug-19,27.47,3.45,1.33,11105.35,2.09,0.43
28-Aug-19,27.33,3.43,1.34,11046.1,0.43,-0.53
29-Aug-19,27.09,3.4,1.35,10948.3,-0.53,-0.89
30-Aug-19,27.27,3.35,1.39,11023.25,-0.89,0.68
03-Sep-19,26.54,3.28,1.42,10797.9,0.68,-2.07
04-Sep-19,26.61,3.29,1.42,10844.65,-2.07,0.43
05-Sep-19,26.67,3.29,1.41,10847.9,0.43,0.03
06-Sep-19,26.91,3.32,1.4,10946.2,0.03,0.9
09-Sep-19,27.05,3.34,1.39,11003.05,0.9,0.52
11-Sep-19,27.13,3.35,1.39,11035.7,0.52,0.3
12-Sep-19,27,3.34,1.4,10982.8,0.3,-0.48
13-Sep-19,27.23,3.36,1.39,11075.9,-0.48,0.84
16-Sep-19,27.06,3.34,1.39,11003.5,0.84,-0.66
17-Sep-19,26.6,3.29,1.42,10817.6,-0.66,-1.7
18-Sep-19,26.66,3.29,1.42,10840.65,-1.7,0.21
19-Sep-19,26.32,3.25,1.43,10704.8,0.21,-1.26
20-Sep-19,27.72,3.42,1.36,11274.2,-1.26,5.18
23-Sep-19,28.52,3.52,1.32,11600.2,5.18,2.85
24-Sep-19,28.49,3.52,1.32,11588.2,2.85,-0.1
25-Sep-19,25.92,3.47,1.34,11440.2,-0.1,-1.29
26-Sep-19,26.22,3.51,1.33,11571.2,-1.29,1.14
27-Sep-19,26.52,3.55,1.3,11512.4,1.14,-0.51
30-Sep-19,26.44,3.53,1.31,11474.45,-0.51,-0.33
01-Oct-19,26.17,3.5,1.32,11359.9,-0.33,-1
03-Oct-19,26.07,3.48,1.32,11314,-1,-0.4
04-Oct-19,25.75,3.44,1.34,11174.75,-0.4,-1.24
07-Oct-19,25.64,3.43,1.35,11126.4,-1.24,-0.43
09-Oct-19,26.13,3.49,1.32,11313.3,-0.43,1.67
10-Oct-19,25.95,3.47,1.33,11234.55,1.67,-0.7
11-Oct-19,26.11,3.49,1.32,11305.05,-0.7,0.63
14-Oct-19,26.2,3.5,1.32,11341.15,0.63,0.32
15-Oct-19,26.4,3.53,1.31,11428.3,0.32,0.77
16-Oct-19,26.48,3.54,1.3,11464,0.77,0.31
17-Oct-19,26.76,3.58,1.29,11586.35,0.31,1.06
18-Oct-19,26.94,3.6,1.28,11661.85,1.06,0.65
22-Oct-19,26.71,3.58,1.29,11588.35,0.65,-0.63
23-Oct-19,26.75,3.58,1.29,11604.1,-0.63,0.14
24-Oct-19,26.7,3.58,1.29,11582.6,0.14,-0.19
25-Oct-19,26.7,3.58,1.29,11583.9,-0.19,0.01
27-Oct-19,26.8,3.59,1.29,11627.15,0.01,0.37
29-Oct-19,27.17,3.64,1.27,11786.85,0.37,1.36
30-Oct-19,27.3,3.66,1.26,11844.1,1.36,0.48
31-Oct-19,27.38,3.67,1.26,11877.45,0.48,0.28
01-Nov-19,27.47,3.67,1.26,11890.6,0.28,0.11
04-Nov-19,27.59,3.69,1.25,11941.3,0.11,0.43
05-Nov-19,27.59,3.68,1.25,11917.2,0.43,-0.2
06-Nov-19,27.71,3.7,1.25,11966.05,-0.2,0.41
07-Nov-19,27.75,3.71,1.24,12012.05,0.41,0.38
08-Nov-19,27.51,3.68,1.25,11908.15,0.38,-0.87
11-Nov-19,27.52,3.68,1.25,11913.45,-0.87,0.04
13-Nov-19,27.31,3.66,1.26,11840.45,0.04,-0.61
14-Nov-19,27.38,3.67,1.26,11872.1,-0.61,0.27
15-Nov-19,27.32,3.67,1.26,11895.45,0.27,0.2
18-Nov-19,27.29,3.67,1.26,11884.5,0.2,-0.09
19-Nov-19,27.31,3.69,1.25,11940.1,-0.09,0.47
20-Nov-19,27.23,3.71,1.24,11999.1,0.47,0.49
21-Nov-19,27.89,3.7,1.25,11968.4,0.49,-0.26
22-Nov-19,27.77,3.68,1.25,11914.4,-0.26,-0.45
25-Nov-19,28.14,3.73,1.24,12073.75,-0.45,1.33
26-Nov-19,28.05,3.72,1.24,12037.7,1.33,-0.3
27-Nov-19,28.2,3.74,1.23,12100.7,-0.3,0.52
28-Nov-19,28.32,3.75,1.23,12151.15,0.52,0.42
29-Nov-19,28.1,3.72,1.24,12056.05,0.42,-0.79
02-Dec-19,28.08,3.72,1.24,12048.2,-0.79,-0.07
03-Dec-19,27.95,3.7,1.25,11994.2,-0.07,-0.45
04-Dec-19,28.07,3.72,1.24,12043.2,-0.45,0.41
05-Dec-19,28.01,3.71,1.24,12018.4,0.41,-0.21
06-Dec-19,27.78,3.68,1.25,11921.5,-0.21,-0.81
09-Dec-19,27.82,3.69,1.25,11937.5,-0.81,0.13
10-Dec-19,27.63,3.66,1.26,11856.8,0.13,-0.68
11-Dec-19,27.76,3.68,1.25,11910.15,-0.68,0.45
12-Dec-19,27.9,3.7,1.25,11971.8,0.45,0.52
13-Dec-19,28.17,3.73,1.24,12086.7,0.52,0.96
16-Dec-19,28.09,3.72,1.24,12053.95,0.96,-0.27
17-Dec-19,28.35,3.76,1.23,12165,-0.27,0.92
18-Dec-19,28.48,3.77,1.22,12221.65,0.92,0.46
19-Dec-19,28.57,3.79,1.22,12259.7,0.46,0.31
20-Dec-19,28.6,3.79,1.22,12271.8,0.31,0.1
23-Dec-19,28.58,3.79,1.22,12262.75,0.1,-0.07
24-Dec-19,28.47,3.77,1.22,12214.55,-0.07,-0.39
26-Dec-19,28.26,3.74,1.23,12126.55,-0.39,-0.72
27-Dec-19,28.48,3.78,1.23,12245.8,-0.72,0.98
30-Dec-19,28.5,3.78,1.23,12255.85,0.98,0.08
31-Dec-19,28.3,3.75,1.24,12168.45,0.08,-0.72
01-Jan-20,28.33,3.76,1.24,12182.5,-0.72,0.12
02-Jan-20,28.56,3.79,1.23,12282.2,0.12,0.82
03-Jan-20,28.44,3.77,1.23,12226.65,0.82,-0.45
06-Jan-20,27.89,3.7,1.26,11993.05,-0.45,-1.93
07-Jan-20,28.03,3.72,1.25,12052.95,-1.93,0.5
08-Jan-20,27.97,3.71,1.25,12025.35,0.5,-0.23
09-Jan-20,28.41,3.77,1.23,12215.9,-0.23,1.57
10-Jan-20,28.51,3.78,1.23,12256.8,1.57,0.33
13-Jan-20,28.67,3.8,1.22,12329.55,0.33,0.59
14-Jan-20,28.67,3.81,1.22,12362.3,0.59,0.27
15-Jan-20,28.63,3.81,1.22,12343.3,0.27,-0.15
16-Jan-20,28.62,3.68,1.24,12355.5,-0.15,0.1
17-Jan-20,28.61,3.67,1.24,12352.35,0.1,-0.03
20-Jan-20,28,3.63,1.25,12224.55,-0.03,-1.04
21-Jan-20,27.84,3.45,1.25,12169.85,-1.04,-0.45
22-Jan-20,27.73,3.42,1.26,12106.9,-0.45,-0.52
23-Jan-20,27.88,3.43,1.25,12180.35,-0.52,0.6
24-Jan-20,28.1,3.45,1.24,12248.25,0.6,0.56
27-Jan-20,27.73,3.42,1.25,12119,0.56,-1.06
28-Jan-20,26.65,3.4,1.26,12055.8,-1.06,-0.52
29-Jan-20,26.81,3.42,1.26,12129.5,-0.52,0.61
30-Jan-20,26.57,3.39,1.27,12035.8,0.61,-0.78
31-Jan-20,26.41,3.37,1.27,11962.1,-0.78,-0.61
01-Feb-20,25.75,3.28,1.31,11661.85,-0.61,-2.54
03-Feb-20,25.9,3.3,1.3,11707.9,-2.54,0.39
04-Feb-20,26.57,3.37,1.27,11979.65,0.39,2.29
05-Feb-20,27.05,3.4,1.26,12089.15,2.29,0.91
06-Feb-20,27.16,3.42,1.26,12137.95,0.91,0.4
07-Feb-20,27.03,3.41,1.26,12098.35,0.4,-0.33
10-Feb-20,26.89,3.39,1.27,12031.5,-0.33,-0.55
11-Feb-20,27.21,3.41,1.26,12107.9,-0.55,0.63
12-Feb-20,27.65,3.44,1.25,12201.2,0.63,0.77
13-Feb-20,27.59,3.43,1.25,12174.65,0.77,-0.22
14-Feb-20,27.45,3.41,1.26,12113.45,-0.22,-0.5
17-Feb-20,27.42,3.39,1.27,12045.8,-0.5,-0.56
18-Feb-20,27.29,3.38,1.27,11992.5,-0.56,-0.44
19-Feb-20,27.6,3.41,1.26,12125.9,-0.44,1.11
20-Feb-20,27.5,3.4,1.26,12080.85,1.11,-0.37
24-Feb-20,26.92,3.33,1.29,11829.4,-0.37,-2.1
25-Feb-20,26.85,3.32,1.29,11797.9,-2.1,-0.27
26-Feb-20,26.58,3.29,1.3,11678.5,-0.27,-1.02
27-Feb-20,26.48,3.27,1.31,11633.3,-1.02,-0.39
28-Feb-20,25.49,3.15,1.36,11201.75,-0.39,-3.78
02-Mar-20,25.34,3.13,1.37,11132.75,-3.78,-0.62
03-Mar-20,25.73,3.18,1.35,11303.3,-0.62,1.52
04-Mar-20,25.61,3.17,1.35,11251,1.52,-0.46
05-Mar-20,25.65,3.17,1.35,11269,-0.46,0.16
06-Mar-20,25.01,3.09,1.39,10989.45,0.16,-2.51
09-Mar-20,23.79,2.94,1.46,10451.45,-2.51,-5.02
11-Mar-20,23.8,2.94,1.46,10458.4,-5.02,0.07
12-Mar-20,21.83,2.7,1.59,9590.15,0.07,-8.67
13-Mar-20,22.66,2.8,1.53,9955.2,-8.67,3.74
16-Mar-20,20.93,2.59,1.66,9197.4,3.74,-7.92
17-Mar-20,20.41,2.52,1.7,8967.05,-7.92,-2.54
18-Mar-20,19.27,2.38,1.8,8468.8,-2.54,-5.72
19-Mar-20,18.63,2.36,1.84,8263.45,-5.72,-2.45
20-Mar-20,19.72,2.49,1.74,8745.45,-2.45,5.67
23-Mar-20,17.15,2.17,2,7610.25,5.67,-13.9
24-Mar-20,17.58,2.22,1.95,7801.05,-13.9,2.48
25-Mar-20,18.74,2.37,1.83,8317.85,2.48,6.41
26-Mar-20,19.47,2.46,1.76,8641.45,6.41,3.82
27-Mar-20,19.52,2.47,1.76,8660.25,3.82,0.22
30-Mar-20,18.66,2.36,1.84,8281.1,0.22,-4.48
31-Mar-20,19.38,2.45,1.77,8597.75,-4.48,3.75
01-Apr-20,18.6,2.35,1.84,8253.8,3.75,-4.08
03-Apr-20,18.22,2.3,1.88,8083.8,-4.08,-2.08
07-Apr-20,19.81,2.51,1.73,8792.2,-2.08,8.4
08-Apr-20,19.72,2.49,1.74,8748.75,8.4,-0.5
09-Apr-20,20.53,2.6,1.67,9111.9,-0.5,4.07
13-Apr-20,20.27,2.56,1.69,8993.85,4.07,-1.3
15-Apr-20,20.11,2.54,1.7,8925.3,-1.3,-0.77
16-Apr-20,20.25,2.56,1.69,8992.8,-0.77,0.75
